Date,Country,City,Specie,count,min,max,median,variance
11/3/2025,CN,Beijing,pm25,262,190,244,206,1521.07
12/3/2025,CN,Beijing,pm25,240,17,240,53,23765.7
13/03/2025,CN,Beijing,pm25,260,53,185,132,10140.4
14/03/2025,CN,Beijing,pm25,259,68,122,85,1084.44
15/03/2025,CN,Beijing,pm25,262,38,134,89,3509.73
16/03/2025,CN,Beijing,pm25,252,21,70,38,805.54
17/03/2025,CN,Beijing,pm25,261,25,76,42,1587.65
18/03/2025,CN,Beijing,pm25,233,21,93,55,2523.16
19/03/2025,CN,Beijing,pm25,258,21,112,63,5932.02
20/03/2025,CN,Beijing,pm25,243,13,107,34,4390.7
21/03/2025,CN,Beijing,pm25,251,25,89,42,1422.4
22/03/2025,CN,Beijing,pm25,258,34,97,61,856.99
23/03/2025,CN,Beijing,pm25,264,61,185,122,12442.7
24/03/2025,CN,Beijing,pm25,258,17,180,59,26327
25/03/2025,CN,Beijing,pm25,251,17,107,46,2461.77
26/03/2025,CN,Beijing,pm25,260,46,151,93,2518.42
27/03/2025,CN,Beijing,pm25,252,13,155,38,10892.5
28/03/2025,CN,Beijing,pm25,250,9,149,50,3551.85
29/03/2025,CN,Beijing,pm25,225,5,85,25,1308.98
30/03/2025,CN,Beijing,pm25,253,25,104,61,2275.63
31/03/2025,CN,Beijing,pm25,264,17,154,107,8122.15
1/4/2025,CN,Beijing,pm25,248,9,151,34,17159.7
2/4/2025,CN,Beijing,pm25,224,9,74,30,2922.25
3/4/2025,CN,Beijing,pm25,263,46,152,89,3949.14
4/4/2025,CN,Beijing,pm25,252,13,166,144,36445.2
5/4/2025,CN,Beijing,pm25,213,5,72,17,2478.48
6/4/2025,CN,Beijing,pm25,262,38,162,109,10428.1
7/4/2025,CN,Beijing,pm25,259,13,180,132,33357.9
8/4/2025,CN,Beijing,pm25,254,13,275,38,19164
9/4/2025,CN,Beijing,pm25,261,13,151,80,3390.67
10/4/2025,CN,Beijing,pm25,260,57,174,117,10168.4
11/4/2025,CN,Beijing,pm25,262,57,178,157,8182.89
12/4/2025,CN,Beijing,pm25,255,17,142,59,5480.51
13/04/2025,CN,Beijing,pm25,261,21,104,65,2513.27
14/04/2025,CN,Beijing,pm25,251,25,174,76,15193.8
15/04/2025,CN,Beijing,pm25,261,30,161,78,8663.69
16/04/2025,CN,Beijing,pm25,260,59,173,156,10984.4
17/04/2025,CN,Beijing,pm25,260,30,161,85,22000.1
18/04/2025,CN,Beijing,pm25,263,17,151,38,4253.52
19/04/2025,CN,Beijing,pm25,264,53,151,85,2902.66
20/04/2025,CN,Beijing,pm25,264,68,165,122,7928.39
21/04/2025,CN,Beijing,pm25,260,42,180,156,10740.8
22/04/2025,CN,Beijing,pm25,239,13,154,25,5623.21
23/04/2025,CN,Beijing,pm25,256,13,119,59,7609.81
24/04/2025,CN,Beijing,pm25,236,13,76,25,2141.14
25/04/2025,CN,Beijing,pm25,263,17,155,63,9009.91
26/04/2025,CN,Beijing,pm25,262,91,172,153,5571.52
27/04/2025,CN,Beijing,pm25,219,13,170,25,12330.2
28/04/2025,CN,Beijing,pm25,261,17,169,68,6067.09
29/04/2025,CN,Beijing,pm25,260,38,144,74,3898.42
30/04/2025,CN,Beijing,pm25,261,13,149,50,5151.68
1/5/2025,CN,Beijing,pm25,243,21,104,42,2299.6
2/5/2025,CN,Beijing,pm25,264,21,89,63,2680.14
3/5/2025,CN,Beijing,pm25,240,13,70,30,1953.08
4/5/2025,CN,Beijing,pm25,264,21,152,68,4198.04
5/5/2025,CN,Beijing,pm25,262,34,151,93,5132.21
6/5/2025,CN,Beijing,pm25,261,21,74,46,1170.76
7/5/2025,CN,Beijing,pm25,264,53,162,99,10387.7
8/5/2025,CN,Beijing,pm25,262,91,178,154,5589.64
9/5/2025,CN,Beijing,pm25,246,5,165,34,21715.2
10/5/2025,CN,Beijing,pm25,262,17,139,99,13100.2
11/5/2025,CN,Beijing,pm25,259,59,152,117,6290.23
12/5/2025,CN,Beijing,pm25,261,82,167,132,4767.95
13/05/2025,CN,Beijing,pm25,263,17,198,142,27996.4
14/05/2025,CN,Beijing,pm25,258,13,102,50,3321.59
15/05/2025,CN,Beijing,pm25,259,30,155,72,9041.39
16/05/2025,CN,Beijing,pm25,263,42,193,112,11630.7
17/05/2025,CN,Beijing,pm25,262,9,162,46,7160.74
18/05/2025,CN,Beijing,pm25,258,17,151,68,9439
19/05/2025,CN,Beijing,pm25,262,34,142,82,2975.07
20/05/2025,CN,Beijing,pm25,263,85,181,153,3095.31
21/05/2025,CN,Beijing,pm25,261,72,163,129,4577.3
22/05/2025,CN,Beijing,pm25,260,13,158,119,5600.86
23/05/2025,CN,Beijing,pm25,264,50,134,102,4058.54
24/05/2025,CN,Beijing,pm25,262,17,134,65,8083.61
25/05/2025,CN,Beijing,pm25,264,53,137,82,3800.66
26/05/2025,CN,Beijing,pm25,256,57,144,99,3617.08
27/05/2025,CN,Beijing,pm25,261,25,158,70,7930.33
28/05/2025,CN,Beijing,pm25,261,30,161,97,10239.8
29/05/2025,CN,Beijing,pm25,256,59,162,117,12525.9
30/05/2025,CN,Beijing,pm25,264,80,152,107,2645.15
31/05/2025,CN,Beijing,pm25,263,53,169,137,8159.15
1/6/2025,CN,Beijing,pm25,261,70,163,127,6739.69
2/6/2025,CN,Beijing,pm25,159,5,119,63,10758.9
3/6/2025,CN,Beijing,pm25,87,5,46,13,804.69
4/6/2025,CN,Beijing,pm25,237,9,104,30,2550.83
5/6/2025,CN,Beijing,pm25,233,13,152,68,4288.75
6/6/2025,CN,Beijing,pm25,251,17,134,53,3502.76
7/6/2025,CN,Beijing,pm25,250,13,80,42,2526.19
8/6/2025,CN,Beijing,pm25,262,30,134,70,2551.51
9/6/2025,CN,Beijing,pm25,261,21,132,80,8769.35
10/6/2025,CN,Beijing,pm25,247,21,80,50,1480.98
11/6/2025,CN,Beijing,pm25,263,50,107,72,1085.93
12/6/2025,CN,Beijing,pm25,259,61,147,95,3116.02
13/06/2025,CN,Beijing,pm25,261,46,154,80,7122.38
14/06/2025,CN,Beijing,pm25,258,42,157,87,13590.6
15/06/2025,CN,Beijing,pm25,210,9,91,17,7064.42
16/06/2025,CN,Beijing,pm25,218,5,104,25,3820.21
17/06/2025,CN,Beijing,pm25,257,42,155,63,5656
18/06/2025,CN,Beijing,pm25,257,46,165,93,8638.69
19/06/2025,CN,Beijing,pm25,260,30,142,68,2443.59
20/06/2025,CN,Beijing,pm25,243,13,155,34,22587.3
21/06/2025,CN,Beijing,pm25,242,13,61,25,1548.99
22/06/2025,CN,Beijing,pm25,258,21,99,53,1978.98
23/06/2025,CN,Beijing,pm25,254,59,187,82,4395.15
24/06/2025,CN,Beijing,pm25,262,59,206,95,5840.49
25/06/2025,CN,Beijing,pm25,264,59,171,89,11253.7
26/06/2025,CN,Beijing,pm25,263,57,155,87,5681.77
27/06/2025,CN,Beijing,pm25,262,46,164,112,7719.81
28/06/2025,CN,Beijing,pm25,264,38,139,89,3445.93
29/06/2025,CN,Beijing,pm25,264,30,172,112,13406.4
30/06/2025,CN,Beijing,pm25,261,13,158,80,8065.12
1/7/2025,CN,Beijing,pm25,256,13,157,57,10091.7
2/7/2025,CN,Beijing,pm25,261,5,147,63,8669.07
3/7/2025,CN,Beijing,pm25,254,13,109,55,2918.29
4/7/2025,CN,Beijing,pm25,260,21,152,70,7585.75
5/7/2025,CN,Beijing,pm25,183,5,176,17,27909.9
6/7/2025,CN,Beijing,pm25,149,5,55,25,1441.84
30/06/2025,CN,Beijing,pm25,261,13,158,80,8065.12
1/7/2025,CN,Beijing,pm25,256,13,157,57,10091.7
2/7/2025,CN,Beijing,pm25,261,5,147,63,8669.07
3/7/2025,CN,Beijing,pm25,254,13,109,55,2918.29
4/7/2025,CN,Beijing,pm25,260,21,152,70,7585.75
5/7/2025,CN,Beijing,pm25,183,5,176,17,27909.9
6/7/2025,CN,Beijing,pm25,149,5,55,25,1441.84
7/7/2025,CN,Beijing,pm25,259,30,89,57,1152.91
8/7/2025,CN,Beijing,pm25,257,30,95,63,1119.9
9/7/2025,CN,Beijing,pm25,262,17,168,76,12726.1
10/7/2025,CN,Beijing,pm25,247,5,124,63,5524.39
11/7/2025,CN,Beijing,pm25,263,21,157,91,7357.35
12/7/2025,CN,Beijing,pm25,259,34,156,93,10983.4
13/07/2025,CN,Beijing,pm25,248,13,68,30,1554.42
14/07/2025,CN,Beijing,pm25,248,30,112,59,1724.31
15/07/2025,CN,Beijing,pm25,261,53,153,74,3121.43
16/07/2025,CN,Beijing,pm25,260,13,160,65,11977.4
17/07/2025,CN,Beijing,pm25,179,5,82,21,2675.95
18/07/2025,CN,Beijing,pm25,259,25,117,61,2046.52
19/07/2025,CN,Beijing,pm25,264,68,154,97,3126.14
20/07/2025,CN,Beijing,pm25,243,5,171,25,19494.3
21/07/2025,CN,Beijing,pm25,255,13,147,50,9474.05
22/07/2025,CN,Beijing,pm25,262,30,167,63,11884
23/07/2025,CN,Beijing,pm25,263,9,152,61,17157.4
24/07/2025,CN,Beijing,pm25,262,5,102,53,5152.65
25/07/2025,CN,Beijing,pm25,259,5,119,55,8909.63
26/07/2025,CN,Beijing,pm25,192,38,153,74,8362.43
27/07/2025,CN,Beijing,pm25,264,25,142,68,6486.24
28/07/2025,CN,Beijing,pm25,259,9,127,65,6608.47
29/07/2025,CN,Beijing,pm25,242,5,53,17,744.76
30/07/2025,CN,Beijing,pm25,237,13,65,25,1310.08
31/07/2025,CN,Beijing,pm25,262,30,117,57,2106.51
1/8/2025,CN,Beijing,pm25,264,59,132,80,1141.75
2/8/2025,CN,Beijing,pm25,264,57,154,91,4835.59
3/8/2025,CN,Beijing,pm25,263,25,155,57,10197.7
4/8/2025,CN,Beijing,pm25,263,17,119,72,2661.45
5/8/2025,CN,Beijing,pm25,258,13,114,61,4068.51
6/8/2025,CN,Beijing,pm25,264,5,155,70,6593.3
7/8/2025,CN,Beijing,pm25,258,9,122,42,6511.82
8/8/2025,CN,Beijing,pm25,264,30,117,74,4253.16
9/8/2025,CN,Beijing,pm25,216,5,85,30,4889.05
10/8/2025,CN,Beijing,pm25,260,13,76,42,1737.67
11/8/2025,CN,Beijing,pm25,248,38,89,68,911.92
12/8/2025,CN,Beijing,pm25,230,21,153,76,8007.11
13/08/2025,CN,Beijing,pm25,236,5,102,57,8507.21
14/08/2025,CN,Beijing,pm25,256,13,114,50,4741.57
15/08/2025,CN,Beijing,pm25,264,30,134,82,3099.69
16/08/2025,CN,Beijing,pm25,264,17,114,50,3005.32
17/08/2025,CN,Beijing,pm25,262,30,127,76,4134.61
18/08/2025,CN,Beijing,pm25,254,13,122,68,4607.02
19/08/2025,CN,Beijing,pm25,261,5,119,34,8616.15
20/08/2025,CN,Beijing,pm25,257,9,122,42,7375.55
21/08/2025,CN,Beijing,pm25,258,13,132,70,7030.57
22/08/2025,CN,Beijing,pm25,251,17,76,42,1540.51
23/08/2025,CN,Beijing,pm25,253,21,87,38,2303.42
24/08/2025,CN,Beijing,pm25,247,17,63,34,1166.89
25/08/2025,CN,Beijing,pm25,259,17,78,46,2052.23
26/08/2025,CN,Beijing,pm25,248,21,78,42,1269.86
27/08/2025,CN,Beijing,pm25,263,9,91,53,3249.83
28/08/2025,CN,Beijing,pm25,223,5,74,30,2994.8
29/08/2025,CN,Beijing,pm25,257,53,117,74,1565.93
30/08/2025,CN,Beijing,pm25,256,17,147,63,9136.05
31/08/2025,CN,Beijing,pm25,260,17,78,57,1382.72
1/9/2025,CN,Beijing,pm25,254,13,134,38,5670.23
2/9/2025,CN,Beijing,pm25,263,34,132,85,5039.11
3/9/2025,CN,Beijing,pm25,262,46,149,82,7019.83
4/9/2025,CN,Beijing,pm25,263,42,168,93,13597.2
5/9/2025,CN,Beijing,pm25,262,13,163,85,12338.5
6/9/2025,CN,Beijing,pm25,264,17,93,42,3642.2
7/9/2025,CN,Beijing,pm25,245,17,85,50,2008.07
8/9/2025,CN,Beijing,pm25,252,13,85,34,3138.26
9/9/2025,CN,Beijing,pm25,261,34,153,76,7377.06
10/9/2025,CN,Beijing,pm25,263,13,127,74,4206.72
11/9/2025,CN,Beijing,pm25,259,50,168,82,13796.7
12/9/2025,CN,Beijing,pm25,259,38,164,102,14912.2
13/09/2025,CN,Beijing,pm25,261,34,162,78,12154.6
14/09/2025,CN,Beijing,pm25,252,9,119,50,10139.2
15/09/2025,CN,Beijing,pm25,225,9,70,34,2476.58
16/09/2025,CN,Beijing,pm25,206,9,95,30,7054.55
17/09/2025,CN,Beijing,pm25,202,5,65,17,2000.87
18/09/2025,CN,Beijing,pm25,244,9,74,25,2530.63
19/09/2025,CN,Beijing,pm25,257,21,85,50,2320.63
20/09/2025,CN,Beijing,pm25,258,34,107,59,1946.21
21/09/2025,CN,Beijing,pm25,260,17,142,80,8589.52
22/09/2025,CN,Beijing,pm25,262,21,151,55,5170.49
23/09/2025,CN,Beijing,pm25,260,42,153,78,3525.9
24/09/2025,CN,Beijing,pm25,260,13,158,99,10826.1
25/09/2025,CN,Beijing,pm25,255,25,139,61,4914.65
26/09/2025,CN,Beijing,pm25,258,34,156,68,3746.91
27/09/2025,CN,Beijing,pm25,262,57,147,91,2568
28/09/2025,CN,Beijing,pm25,262,13,154,72,14512.1
29/09/2025,CN,Beijing,pm25,257,17,109,46,4205.79
30/09/2025,CN,Beijing,pm25,257,21,127,55,5113.32
1/10/2025,CN,Beijing,pm25,259,38,129,63,3218.45
2/10/2025,CN,Beijing,pm25,261,34,155,70,4838.16
3/10/2025,CN,Beijing,pm25,264,30,165,74,6061.91
4/10/2025,CN,Beijing,pm25,263,46,153,87,6072.17
5/10/2025,CN,Beijing,pm25,261,42,171,76,11133.1
6/10/2025,CN,Beijing,pm25,227,9,70,38,2521.53
7/10/2025,CN,Beijing,pm25,261,42,132,85,3316.5
8/10/2025,CN,Beijing,pm25,246,9,117,38,5659.07
9/10/2025,CN,Beijing,pm25,211,9,53,17,557.64
10/10/2025,CN,Beijing,pm25,255,17,65,34,972.45
11/10/2025,CN,Beijing,pm25,259,13,76,42,1556.1
12/10/2025,CN,Beijing,pm25,260,42,78,59,401.33
13/10/2025,CN,Beijing,pm25,260,53,134,74,2154.86
14/10/2025,CN,Beijing,pm25,260,25,151,80,6777.35
15/10/2025,CN,Beijing,pm25,264,63,167,134,9339.87
16/10/2025,CN,Beijing,pm25,259,70,170,109,8485.21
17/10/2025,CN,Beijing,pm25,193,5,127,85,21743.4
18/10/2025,CN,Beijing,pm25,148,5,70,25,1228.41
19/10/2025,CN,Beijing,pm25,240,9,55,25,1142.18
20/10/2025,CN,Beijing,pm25,234,13,80,30,3312.73
21/10/2025,CN,Beijing,pm25,259,17,102,50,2821.57
22/10/2025,CN,Beijing,pm25,257,34,149,80,9796.32
23/10/2025,CN,Beijing,pm25,257,95,157,132,1934.42
24/10/2025,CN,Beijing,pm25,264,109,179,159,1401.72
25/10/2025,CN,Beijing,pm25,263,156,197,173,537.87
26/10/2025,CN,Beijing,pm25,153,5,191,17,37795.6
27/10/2025,CN,Beijing,pm25,229,5,152,53,15880.7
28/10/2025,CN,Beijing,pm25,264,68,200,154,15885.3
29/10/2025,CN,Beijing,pm25,263,175,216,197,675.89
30/10/2025,CN,Beijing,pm25,257,55,216,187,11708.7
31/10/2025,CN,Beijing,pm25,259,9,173,95,24542.2
1/11/2025,CN,Beijing,pm25,176,5,181,70,42575.9
2/11/2025,CN,Beijing,pm25,138,5,109,30,5948.98
3/11/2025,CN,Beijing,pm25,264,46,152,97,3918.69
4/11/2025,CN,Beijing,pm25,264,34,177,142,3816.78
5/11/2025,CN,Beijing,pm25,264,139,242,194,4648.81
6/11/2025,CN,Beijing,pm25,261,85,239,190,8128.35
7/11/2025,CN,Beijing,pm25,262,70,183,112,14687.5
8/11/2025,CN,Beijing,pm25,260,74,154,124,3549.92
9/11/2025,CN,Beijing,pm25,228,9,147,21,10761.4
10/11/2025,CN,Beijing,pm25,261,13,152,57,9107.37
11/11/2025,CN,Beijing,pm25,262,57,197,89,22573.9
12/11/2025,CN,Beijing,pm25,250,13,199,165,51750.9
13/11/2025,CN,Beijing,pm25,215,9,97,25,6843.72
14/11/2025,CN,Beijing,pm25,264,46,158,93,8514.68
15/11/2025,CN,Beijing,pm25,261,53,178,124,13550.9
16/11/2025,CN,Beijing,pm25,148,5,178,13,21877.9
17/11/2025,CN,Beijing,pm25,142,5,46,17,524.17
18/11/2025,CN,Beijing,pm25,220,5,158,30,7019.3
19/11/2025,CN,Beijing,pm25,264,34,162,78,9498.79
20/11/2025,CN,Beijing,pm25,220,9,172,21,27848.4
21/11/2025,CN,Beijing,pm25,260,50,175,109,13736
22/11/2025,CN,Beijing,pm25,264,65,165,117,8171.84
23/11/2025,CN,Beijing,pm25,264,87,165,152,3256.91
24/11/2025,CN,Beijing,pm25,241,9,167,38,32735.8
25/11/2025,CN,Beijing,pm25,218,5,117,50,9217.02
26/11/2025,CN,Beijing,pm25,263,21,164,99,7663.11
27/11/2025,CN,Beijing,pm25,239,9,163,30,6433.42
28/11/2025,CN,Beijing,pm25,264,55,159,99,8901.4
29/11/2025,CN,Beijing,pm25,264,63,170,142,5292.31
30/11/2025,CN,Beijing,pm25,263,38,180,74,23214.9
1/12/2025,CN,Beijing,pm25,251,9,82,21,1619.73
2/12/2025,CN,Beijing,pm25,168,5,61,17,1269.72
3/12/2025,CN,Beijing,pm25,248,9,119,57,7583.98
4/12/2025,CN,Beijing,pm25,242,9,137,42,10112.5
5/12/2025,CN,Beijing,pm25,264,34,161,93,13974
6/12/2025,CN,Beijing,pm25,264,93,177,152,4212.16
7/12/2025,CN,Beijing,pm25,251,9,175,34,36187.4
8/12/2025,CN,Beijing,pm25,218,5,82,42,4314.33
9/12/2025,CN,Beijing,pm25,263,55,159,89,6858.2
10/12/2025,CN,Beijing,pm25,261,91,165,144,3493.15
11/12/2025,CN,Beijing,pm25,260,30,175,95,14510
12/12/2025,CN,Beijing,pm25,261,25,109,68,3231.03
13/12/2025,CN,Beijing,pm25,254,13,122,53,7092.73
14/12/2025,CN,Beijing,pm25,250,53,144,85,3490.38
15/12/2025,CN,Beijing,pm25,262,85,180,114,7128.94
16/12/2025,CN,Beijing,pm25,255,30,171,89,17733.3
17/12/2025,CN,Beijing,pm25,262,74,227,160,14529.6
18/12/2025,CN,Beijing,pm25,261,164,237,199,1424.58
19/12/2025,CN,Beijing,pm25,243,9,247,206,85660.5
20/12/2025,CN,Beijing,pm25,87,5,25,13,134.6
21/12/2025,CN,Beijing,pm25,227,5,99,46,5379.76
22/12/2025,CN,Beijing,pm25,260,70,165,99,10728.8
23/12/2025,CN,Beijing,pm25,227,9,164,38,42327.1
24/12/2025,CN,Beijing,pm25,229,9,61,25,1843.46
25/12/2025,CN,Beijing,pm25,211,5,91,34,4943.38
26/12/2025,CN,Beijing,pm25,256,46,155,93,11392.4
27/12/2025,CN,Beijing,pm25,251,87,158,122,4118.11
28/12/2025,CN,Beijing,pm25,264,30,199,159,3963.42
29/12/2025,CN,Beijing,pm25,243,9,167,25,22207.2
30/12/2025,CN,Beijing,pm25,251,5,139,25,9086.07
31/12/2025,CN,Beijing,pm25,171,9,89,30,5108.75
1/1/2026,CN,Beijing,pm25,257,17,91,42,3226.62
2/1/2026,CN,Beijing,pm25,246,17,170,50,28940.4
3/1/2026,CN,Beijing,pm25,262,50,171,80,13463
4/1/2026,CN,Beijing,pm25,264,38,166,104,13203.5
5/1/2026,CN,Beijing,pm25,262,21,169,78,24938.4
6/1/2026,CN,Beijing,pm25,263,13,175,57,20602
7/1/2026,CN,Beijing,pm25,237,13,99,42,4999.23
8/1/2026,CN,Beijing,pm25,259,34,158,89,11914.9
9/1/2026,CN,Beijing,pm25,261,17,164,137,21192
10/1/2026,CN,Beijing,pm25,179,17,95,25,1022.19
11/1/2026,CN,Beijing,pm25,217,13,117,42,5014.44
12/1/2026,CN,Beijing,pm25,261,25,152,80,5572.28
13/01/2026,CN,Beijing,pm25,249,13,122,59,6142.21
14/01/2026,CN,Beijing,pm25,262,63,154,112,5566.31
15/01/2026,CN,Beijing,pm25,261,134,182,164,1484.95
16/01/2026,CN,Beijing,pm25,251,13,169,38,35942.3
17/01/2026,CN,Beijing,pm25,239,17,82,46,2907.02
18/01/2026,CN,Beijing,pm25,264,13,132,70,5545.61
19/01/2026,CN,Beijing,pm25,206,13,46,25,711.27
20/01/2026,CN,Beijing,pm25,210,9,102,30,3553.67
21/01/2026,CN,Beijing,pm25,239,13,124,34,7363.95
22/01/2026,CN,Beijing,pm25,260,25,142,61,9003.38
23/01/2026,CN,Beijing,pm25,264,30,170,78,13326.4
24/01/2026,CN,Beijing,pm25,259,30,170,72,11726.9
25/01/2026,CN,Beijing,pm25,260,13,144,82,16620.1
26/01/2026,CN,Beijing,pm25,262,21,175,102,13855
27/01/2026,CN,Beijing,pm25,251,13,177,57,12675.6
28/01/2026,CN,Beijing,pm25,260,59,162,107,8107.32
29/01/2026,CN,Beijing,pm25,263,74,166,127,8077.42
30/01/2026,CN,Beijing,pm25,264,147,180,164,337.62
31/01/2026,CN,Beijing,pm25,262,17,184,159,27416.6
1/2/2026,CN,Beijing,pm25,244,9,189,57,35821.9
2/2/2026,CN,Beijing,pm25,219,9,127,46,11640.3
3/2/2026,CN,Beijing,pm25,238,50,197,102,19130.1
4/2/2026,CN,Beijing,pm25,256,57,198,153,5840.31
5/2/2026,CN,Beijing,pm25,249,9,188,25,24696.2
6/2/2026,CN,Beijing,pm25,143,5,63,21,2417.01
7/2/2026,CN,Beijing,pm25,236,13,74,21,1915.88
8/2/2026,CN,Beijing,pm25,248,13,163,53,20378.7
9/2/2026,CN,Beijing,pm25,264,65,189,124,17636.1
10/2/2026,CN,Beijing,pm25,264,13,185,114,34804.3
11/2/2026,CN,Beijing,pm25,250,13,159,53,24384
12/2/2026,CN,Beijing,pm25,262,82,163,119,4762.66
13/02/2026,CN,Beijing,pm25,262,87,180,139,7746.52
14/02/2026,CN,Beijing,pm25,262,9,206,82,49215.6
15/02/2026,CN,Beijing,pm25,192,9,102,21,1184.44
16/02/2026,CN,Beijing,pm25,220,13,171,25,15573.7
17/02/2026,CN,Beijing,pm25,264,57,348,117,25801.3
18/02/2026,CN,Beijing,pm25,261,13,151,46,11668.6
19/02/2026,CN,Beijing,pm25,262,55,160,114,3916.3
20/02/2026,CN,Beijing,pm25,263,80,174,152,2924.41
21/02/2026,CN,Beijing,pm25,255,50,286,157,13992.2
22/02/2026,CN,Beijing,pm25,228,13,132,25,2891.45
23/02/2026,CN,Beijing,pm25,247,13,114,34,3918.83
24/02/2026,CN,Beijing,pm25,261,59,171,89,9100.02
25/02/2026,CN,Beijing,pm25,259,127,174,162,681.31
26/02/2026,CN,Beijing,pm25,262,42,172,153,19542
27/02/2026,CN,Beijing,pm25,228,38,119,68,5251.02
28/02/2026,CN,Beijing,pm25,263,102,159,132,2659.13
1/3/2026,CN,Beijing,pm25,260,97,168,157,3047.43
2/3/2026,CN,Beijing,pm25,264,153,181,169,306.31
3/3/2026,CN,Beijing,pm25,263,17,191,174,30573.1
4/3/2026,CN,Beijing,pm25,259,13,209,117,33482
5/3/2026,CN,Beijing,pm25,260,80,160,147,3952.73
6/3/2026,CN,Beijing,pm25,237,13,159,50,23046
7/3/2026,CN,Beijing,pm25,264,34,171,154,11030
8/3/2026,CN,Beijing,pm25,250,5,169,151,27484.9
9/3/2026,CN,Beijing,pm25,186,9,176,25,24163.2
10/3/2026,CN,Beijing,pm25,264,95,179,159,1990.58
11/3/2026,CN,Beijing,pm25,247,13,177,99,41323.2
12/3/2026,CN,Beijing,pm25,261,91,174,161,1332.7
13/03/2026,CN,Beijing,pm25,258,93,173,153,4151.88
14/03/2026,CN,Beijing,pm25,243,13,172,95,32643.9
15/03/2026,CN,Beijing,pm25,263,65,166,97,7683.36
16/03/2026,CN,Beijing,pm25,260,68,167,104,5317.02
17/03/2026,CN,Beijing,pm25,263,160,195,186,1025.41
18/03/2026,CN,Beijing,pm25,176,5,197,17,18184.7
19/03/2026,CN,Beijing,pm25,262,30,149,82,3958.68
20/03/2026,CN,Beijing,pm25,261,13,156,95,7309.22
21/03/2026,CN,Beijing,pm25,264,57,192,124,15010.8
22/03/2026,CN,Beijing,pm25,264,17,205,127,36449
23/03/2026,CN,Beijing,pm25,264,97,188,168,3865.69
24/03/2026,CN,Beijing,pm25,264,132,221,185,2992.74
25/03/2026,CN,Beijing,pm25,261,158,239,197,4289.27
26/03/2026,CN,Beijing,pm25,263,13,279,193,25787.4
27/03/2026,CN,Beijing,pm25,192,9,154,21,20703.5
28/03/2026,CN,Beijing,pm25,263,68,170,134,10608.7
29/03/2026,CN,Beijing,pm25,252,25,199,127,26743.4
30/03/2026,CN,Beijing,pm25,256,13,97,34,1787.32
31/03/2026,CN,Beijing,pm25,261,38,139,91,5405.57
1/4/2026,CN,Beijing,pm25,248,9,144,61,14653.6
2/4/2026,CN,Beijing,pm25,262,38,171,91,20616.5
3/4/2026,CN,Beijing,pm25,253,9,196,166,54153.8
4/4/2026,CN,Beijing,pm25,237,9,164,93,21153.8
5/4/2026,CN,Beijing,pm25,216,9,119,34,15238.1
6/4/2026,CN,Beijing,pm25,197,5,61,17,926.67
7/4/2026,CN,Beijing,pm25,238,9,109,30,5422.9
8/4/2026,CN,Beijing,pm25,264,68,172,134,10575.6
9/4/2026,CN,Beijing,pm25,262,68,175,114,5414.58
10/4/2026,CN,Beijing,pm25,253,9,144,99,17740.6
11/4/2026,CN,Beijing,pm25,257,9,102,59,5188.77
12/4/2026,CN,Beijing,pm25,264,57,162,97,7106.3
13/04/2026,CN,Beijing,pm25,261,42,185,89,12888.1
14/04/2026,CN,Beijing,pm25,263,82,159,132,4178.68
15/04/2026,CN,Beijing,pm25,261,129,174,159,864.42
16/04/2026,CN,Beijing,pm25,261,53,199,167,27164.9
17/04/2026,CN,Beijing,pm25,263,53,168,127,7802.79
18/04/2026,CN,Beijing,pm25,263,63,198,166,8066.79
19/04/2026,CN,Beijing,pm25,264,50,167,87,5534.16
20/04/2026,CN,Beijing,pm25,263,46,194,87,5302.62
21/04/2026,CN,Beijing,pm25,260,38,158,87,5594.67
22/04/2026,CN,Beijing,pm25,260,34,155,95,8778.16
23/04/2026,CN,Beijing,pm25,263,50,164,95,13846.4
24/04/2026,CN,Beijing,pm25,264,53,155,109,4239.77
25/04/2026,CN,Beijing,pm25,261,46,167,114,18345.7
26/04/2026,CN,Beijing,pm25,262,13,119,68,5526.31
27/04/2026,CN,Beijing,pm25,245,9,85,25,3095.3
28/04/2026,CN,Beijing,pm25,230,9,109,25,10928.6
29/04/2026,CN,Beijing,pm25,246,13,87,30,1815.53
30/04/2026,CN,Beijing,pm25,257,30,122,72,3137.21
1/5/2026,CN,Beijing,pm25,264,61,151,97,3587.32
2/5/2026,CN,Beijing,pm25,222,5,114,63,8754.52
3/5/2026,CN,Beijing,pm25,214,5,97,25,1922.43
4/5/2026,CN,Beijing,pm25,263,17,104,57,3818.69
5/5/2026,CN,Beijing,pm25,262,57,147,85,4775.26
6/5/2026,CN,Beijing,pm25,257,21,158,74,2269.03
7/5/2026,CN,Beijing,pm25,234,9,142,21,3108.67
8/5/2026,CN,Beijing,pm25,257,17,159,63,7226.4
9/5/2026,CN,Beijing,pm25,261,13,155,109,4086.29
10/5/2026,CN,Beijing,pm25,251,9,158,53,33535
11/5/2026,CN,Beijing,pm25,262,13,151,74,5647.05
12/5/2026,CN,Beijing,pm25,262,30,181,93,14658
13/05/2026,CN,Beijing,pm25,259,70,189,142,6009.43
14/05/2026,CN,Beijing,pm25,257,46,314,153,15079.4
15/05/2026,CN,Beijing,pm25,263,82,160,134,3986.75
